sample_id,longitude,latitude,original_class_code,original_class_name,original_verified,original_verification_source,original_verification_notes,second_reader_class_name,second_reader_confidence,second_reader_initials,second_reader_source,second_reader_imagery_date_visible,second_reader_timestamp_utc,second_reader_notes,adjudicated_class_name,adjudication_decision,adjudicator_initials,adjudication_timestamp_utc,adjudication_notes,final_class_name,final_include_in_two_reader_adjudicated_reference,final_resolution_status,contact_sheet,contact_position,contact_sheet_path,map_url
BCF_002,100.8048493,5.41844,5,forest,True,User confirmed that their targeted-candidate review matched the author-confirmed comparison review in the author review record on 2026-06-03.,Accepted into the targeted user-confirmed reference version after user agreement with author-confirmed review record.,forest,high,WD,"Esri World Imagery (ArcGIS REST, z18 contact-sheet VHR review)",unknown,2026-06-16T07:56:36Z,Esri VHR: continuous irregular forest canopy at point.,,,,,,forest,True,AGREED_ORIGINAL_AND_SECOND_READER,contact_20.png,13,contact_sheets_z18/contact_20.png,"https://www.google.com/maps/search/?api=1&query=5.41844,100.8048493"
BCF_003,100.6476605,5.3637967,5,forest,True,User confirmed that their targeted-candidate review matched the author-confirmed comparison review in the author review record on 2026-06-03.,Accepted into the targeted user-confirmed reference version after user agreement with author-confirmed review record.,forest,high,WD,"Esri World Imagery (ArcGIS REST, z18 contact-sheet VHR review)",unknown,2026-06-16T07:56:36Z,Esri VHR: continuous irregular forest canopy at point.,,,,,,forest,True,AGREED_ORIGINAL_AND_SECOND_READER,contact_20.png,14,contact_sheets_z18/contact_20.png,"https://www.google.com/maps/search/?api=1&query=5.3637967,100.6476605"
BCF_004,100.5267296,6.3789524,5,forest,True,User confirmed that their targeted-candidate review matched the author-confirmed comparison review in the author review record on 2026-06-03.,Accepted into the targeted user-confirmed reference version after user agreement with author-confirmed review record.,forest,high,WD,"Esri World Imagery (ArcGIS REST, z18 contact-sheet VHR review)",unknown,2026-06-16T07:56:36Z,Esri VHR: continuous irregular forest canopy at point.,,,,,,forest,True,AGREED_ORIGINAL_AND_SECOND_READER,contact_20.png,15,contact_sheets_z18/contact_20.png,"https://www.google.com/maps/search/?api=1&query=6.3789524,100.5267296"
BCF_005,100.8318804,5.2432941,5,forest,True,User confirmed that their targeted-candidate review matched the author-confirmed comparison review in the author review record on 2026-06-03.,Accepted into the targeted user-confirmed reference version after user agreement with author-confirmed review record.,forest,high,WD,"Esri World Imagery (ArcGIS REST, z18 contact-sheet VHR review)",unknown,2026-06-16T07:56:36Z,Esri VHR: continuous irregular forest canopy at point.,,,,,,forest,True,AGREED_ORIGINAL_AND_SECOND_READER,contact_20.png,16,contact_sheets_z18/contact_20.png,"https://www.google.com/maps/search/?api=1&query=5.2432941,100.8318804"
BCF_006,100.9408872,6.0937675,5,forest,True,User confirmed that their targeted-candidate review matched the author-confirmed comparison review in the author review record on 2026-06-03.,Accepted into the targeted user-confirmed reference version after user agreement with author-confirmed review record.,forest,high,WD,"Esri World Imagery (ArcGIS REST, z18 contact-sheet VHR review)",unknown,2026-06-16T07:56:36Z,Esri VHR: continuous irregular forest canopy at point.,,,,,,forest,True,AGREED_ORIGINAL_AND_SECOND_READER,contact_21.png,1,contact_sheets_z18/contact_21.png,"https://www.google.com/maps/search/?api=1&query=6.0937675,100.9408872"
BCF_007,100.9434841,5.988865,5,forest,True,User confirmed that their targeted-candidate review matched the author-confirmed comparison review in the author review record on 2026-06-03.,Accepted into the targeted user-confirmed reference version after user agreement with author-confirmed review record.,forest,high,WD,"Esri World Imagery (ArcGIS REST, z18 contact-sheet VHR review)",unknown,2026-06-16T07:56:36Z,Esri VHR: continuous irregular forest canopy at point.,,,,,,forest,True,AGREED_ORIGINAL_AND_SECOND_READER,contact_21.png,2,contact_sheets_z18/contact_21.png,"https://www.google.com/maps/search/?api=1&query=5.988865,100.9434841"
BCF_008,100.8526724,5.8121014,5,forest,True,User confirmed that their targeted-candidate review matched the author-confirmed comparison review in the author review record on 2026-06-03.,Accepted into the targeted user-confirmed reference version after user agreement with author-confirmed review record.,forest,high,WD,"Esri World Imagery (ArcGIS REST, z18 contact-sheet VHR review)",unknown,2026-06-16T07:56:36Z,Esri VHR: continuous irregular forest canopy at point.,,,,,,forest,True,AGREED_ORIGINAL_AND_SECOND_READER,contact_21.png,3,contact_sheets_z18/contact_21.png,"https://www.google.com/maps/search/?api=1&query=5.8121014,100.8526724"
BCF_009,100.6507529,5.3348247,5,forest,True,User confirmed that their targeted-candidate review matched the author-confirmed comparison review in the author review record on 2026-06-03.,Accepted into the targeted user-confirmed reference version after user agreement with author-confirmed review record.,forest,high,WD,"Esri World Imagery (ArcGIS REST, z18 contact-sheet VHR review)",unknown,2026-06-16T07:56:36Z,Esri VHR: continuous irregular forest canopy at point.,,,,,,forest,True,AGREED_ORIGINAL_AND_SECOND_READER,contact_21.png,4,contact_sheets_z18/contact_21.png,"https://www.google.com/maps/search/?api=1&query=5.3348247,100.6507529"
BCF_010,100.9773344,6.2120952,5,forest,True,User confirmed that their targeted-candidate review matched the author-confirmed comparison review in the author review record on 2026-06-03.,Accepted into the targeted user-confirmed reference version after user agreement with author-confirmed review record.,forest,high,WD,"Esri World Imagery (ArcGIS REST, z18 contact-sheet VHR review)",unknown,2026-06-16T07:56:36Z,Esri VHR: continuous irregular forest canopy at point.,,,,,,forest,True,AGREED_ORIGINAL_AND_SECOND_READER,contact_21.png,5,contact_sheets_z18/contact_21.png,"https://www.google.com/maps/search/?api=1&query=6.2120952,100.9773344"
BCF_011,100.9287916,6.0126432,5,forest,True,User confirmed agreement with the author-confirmed comparison review in the author review record on 2026-06-02,Accepted into locked verified set after user agreement with author-confirmed comparison review.,forest,high,WD,"Esri World Imagery (ArcGIS REST, z18 contact-sheet VHR review)",unknown,2026-06-16T07:56:36Z,Esri VHR: continuous irregular forest canopy at point.,,,,,,forest,True,AGREED_ORIGINAL_AND_SECOND_READER,contact_21.png,6,contact_sheets_z18/contact_21.png,"https://www.google.com/maps/search/?api=1&query=6.0126432,100.9287916"
BCF_012,100.5844817,5.2117504,5,forest,True,User confirmed agreement with the author-confirmed comparison review in the author review record on 2026-06-02,Accepted into locked verified set after user agreement with author-confirmed comparison review.,forest,high,WD,"Esri World Imagery (ArcGIS REST, z18 contact-sheet VHR review)",unknown,2026-06-16T07:56:36Z,Esri VHR: continuous irregular forest canopy at point.,,,,,,forest,True,AGREED_ORIGINAL_AND_SECOND_READER,contact_21.png,7,contact_sheets_z18/contact_21.png,"https://www.google.com/maps/search/?api=1&query=5.2117504,100.5844817"
BCF_013,100.8533137,6.3316138,5,forest,True,User confirmed agreement with the author-confirmed comparison review in the author review record on 2026-06-02,Accepted into locked verified set after user agreement with author-confirmed comparison review.,forest,high,WD,"Esri World Imagery (ArcGIS REST, z18 contact-sheet VHR review)",unknown,2026-06-16T07:56:36Z,Esri VHR: continuous irregular forest canopy at point.,,,,,,forest,True,AGREED_ORIGINAL_AND_SECOND_READER,contact_21.png,8,contact_sheets_z18/contact_21.png,"https://www.google.com/maps/search/?api=1&query=6.3316138,100.8533137"
BCF_014,100.8304302,5.9334875,5,forest,True,User confirmed agreement with the author-confirmed comparison review in the author review record on 2026-06-02,Accepted into locked verified set after user agreement with author-confirmed comparison review.,forest,high,WD,"Esri World Imagery (ArcGIS REST, z18 contact-sheet VHR review)",unknown,2026-06-16T07:56:36Z,Esri VHR: continuous irregular forest canopy at point.,,,,,,forest,True,AGREED_ORIGINAL_AND_SECOND_READER,contact_21.png,9,contact_sheets_z18/contact_21.png,"https://www.google.com/maps/search/?api=1&query=5.9334875,100.8304302"
BCF_015,101.1230973,5.6216687,5,forest,True,User confirmed agreement with the author-confirmed comparison review in the author review record on 2026-06-02,Accepted into locked verified set after user agreement with author-confirmed comparison review.,forest,high,WD,"Esri World Imagery (ArcGIS REST, z18 contact-sheet VHR review)",unknown,2026-06-16T07:56:36Z,Esri VHR: continuous irregular forest canopy at point.,,,,,,forest,True,AGREED_ORIGINAL_AND_SECOND_READER,contact_21.png,10,contact_sheets_z18/contact_21.png,"https://www.google.com/maps/search/?api=1&query=5.6216687,101.1230973"
BCF_016,101.0681688,6.1040878,5,forest,True,User confirmed agreement with the author-confirmed comparison review in the author review record on 2026-06-02,Accepted into locked verified set after user agreement with author-confirmed comparison review.,forest,high,WD,"Esri World Imagery (ArcGIS REST, z18 contact-sheet VHR review)",unknown,2026-06-16T07:56:36Z,Esri VHR: continuous irregular forest canopy at point.,,,,,,forest,True,AGREED_ORIGINAL_AND_SECOND_READER,contact_21.png,11,contact_sheets_z18/contact_21.png,"https://www.google.com/maps/search/?api=1&query=6.1040878,101.0681688"
BCF_017,100.9538856,6.2685436,5,forest,True,User confirmed agreement with the author-confirmed comparison review in the author review record on 2026-06-02,Accepted into locked verified set after user agreement with author-confirmed comparison review.,forest,high,WD,"Esri World Imagery (ArcGIS REST, z18 contact-sheet VHR review)",unknown,2026-06-16T07:56:36Z,Esri VHR: continuous irregular forest canopy at point.,,,,,,forest,True,AGREED_ORIGINAL_AND_SECOND_READER,contact_21.png,12,contact_sheets_z18/contact_21.png,"https://www.google.com/maps/search/?api=1&query=6.2685436,100.9538856"
BCF_018,101.0138482,6.0104874,5,forest,True,User confirmed agreement with the author-confirmed comparison review in the author review record on 2026-06-02,Accepted into locked verified set after user agreement with author-confirmed comparison review.,forest,high,WD,"Esri World Imagery (ArcGIS REST, z18 contact-sheet VHR review)",unknown,2026-06-16T07:56:36Z,Esri VHR: continuous irregular forest canopy at point.,,,,,,forest,True,AGREED_ORIGINAL_AND_SECOND_READER,contact_21.png,13,contact_sheets_z18/contact_21.png,"https://www.google.com/maps/search/?api=1&query=6.0104874,101.0138482"
BCF_019,100.5479945,6.436747,5,forest,True,User confirmed agreement with the author-confirmed comparison review in the author review record on 2026-06-02,Accepted into locked verified set after user agreement with author-confirmed comparison review.,forest,high,WD,"Esri World Imagery (ArcGIS REST, z18 contact-sheet VHR review)",unknown,2026-06-16T07:56:36Z,Esri VHR: continuous irregular forest canopy at point.,,,,,,forest,True,AGREED_ORIGINAL_AND_SECOND_READER,contact_21.png,14,contact_sheets_z18/contact_21.png,"https://www.google.com/maps/search/?api=1&query=6.436747,100.5479945"
BCF_020,100.9735819,5.974184,5,forest,True,User confirmed agreement with the author-confirmed comparison review in the author review record on 2026-06-02,Accepted into locked verified set after user agreement with author-confirmed comparison review.,forest,high,WD,"Esri World Imagery (ArcGIS REST, z18 contact-sheet VHR review)",unknown,2026-06-16T07:56:36Z,Esri VHR: continuous irregular forest canopy at point.,,,,,,forest,True,AGREED_ORIGINAL_AND_SECOND_READER,contact_21.png,15,contact_sheets_z18/contact_21.png,"https://www.google.com/maps/search/?api=1&query=5.974184,100.9735819"
BCF_021,101.0617774,5.1011897,5,forest,True,User confirmed agreement with the author-confirmed comparison review in the author review record on 2026-06-02,Accepted into locked verified set after user agreement with author-confirmed comparison review.,forest,high,WD,"Esri World Imagery (ArcGIS REST, z18 contact-sheet VHR review)",unknown,2026-06-16T07:56:36Z,Esri VHR: continuous irregular forest canopy at point.,,,,,,forest,True,AGREED_ORIGINAL_AND_SECOND_READER,contact_21.png,16,contact_sheets_z18/contact_21.png,"https://www.google.com/maps/search/?api=1&query=5.1011897,101.0617774"
BCF_022,100.835168,6.0231906,5,forest,True,User confirmed agreement with the author-confirmed comparison review in the author review record on 2026-06-02,Accepted into locked verified set after user agreement with author-confirmed comparison review.,forest,high,WD,"Esri World Imagery (ArcGIS REST, z18 contact-sheet VHR review)",unknown,2026-06-16T07:56:36Z,Esri VHR: continuous irregular forest canopy at point.,,,,,,forest,True,AGREED_ORIGINAL_AND_SECOND_READER,contact_22.png,1,contact_sheets_z18/contact_22.png,"https://www.google.com/maps/search/?api=1&query=6.0231906,100.835168"
BCF_023,100.7938472,6.2645466,5,forest,True,User confirmed agreement with the author-confirmed comparison review in the author review record on 2026-06-02,Accepted into locked verified set after user agreement with author-confirmed comparison review.,forest,high,WD,"Esri World Imagery (ArcGIS REST, z18 contact-sheet VHR review)",unknown,2026-06-16T07:56:36Z,Esri VHR: continuous irregular forest canopy at point.,,,,,,forest,True,AGREED_ORIGINAL_AND_SECOND_READER,contact_22.png,2,contact_sheets_z18/contact_22.png,"https://www.google.com/maps/search/?api=1&query=6.2645466,100.7938472"
BCF_024,100.9509528,5.3970644,5,forest,True,User confirmed agreement with the author-confirmed comparison review in the author review record on 2026-06-02,Accepted into locked verified set after user agreement with author-confirmed comparison review.,forest,high,WD,"Esri World Imagery (ArcGIS REST, z18 contact-sheet VHR review)",unknown,2026-06-16T07:56:36Z,Esri VHR: continuous irregular forest canopy at point.,,,,,,forest,True,AGREED_ORIGINAL_AND_SECOND_READER,contact_22.png,3,contact_sheets_z18/contact_22.png,"https://www.google.com/maps/search/?api=1&query=5.3970644,100.9509528"
BCF_025,100.9966523,6.0042343,5,forest,True,User confirmed agreement with the author-confirmed comparison review in the author review record on 2026-06-02,Accepted into locked verified set after user agreement with author-confirmed comparison review.,forest,high,WD,"Esri World Imagery (ArcGIS REST, z18 contact-sheet VHR review)",unknown,2026-06-16T07:56:36Z,Esri VHR: continuous irregular forest canopy at point.,,,,,,forest,True,AGREED_ORIGINAL_AND_SECOND_READER,contact_22.png,4,contact_sheets_z18/contact_22.png,"https://www.google.com/maps/search/?api=1&query=6.0042343,100.9966523"
BCF_026,100.8918295,5.3595284,5,forest,True,User confirmed agreement with the author-confirmed comparison review in the author review record on 2026-06-02,Accepted into locked verified set after user agreement with author-confirmed comparison review.,forest,high,WD,"Esri World Imagery (ArcGIS REST, z18 contact-sheet VHR review)",unknown,2026-06-16T07:56:36Z,Esri VHR: continuous irregular forest canopy at point.,,,,,,forest,True,AGREED_ORIGINAL_AND_SECOND_READER,contact_22.png,5,contact_sheets_z18/contact_22.png,"https://www.google.com/maps/search/?api=1&query=5.3595284,100.8918295"
BCF_027,100.8651429,6.2052492,5,forest,True,User confirmed agreement with the author-confirmed comparison review in the author review record on 2026-06-02,Accepted into locked verified set after user agreement with author-confirmed comparison review.,forest,high,WD,"Esri World Imagery (ArcGIS REST, z18 contact-sheet VHR review)",unknown,2026-06-16T07:56:36Z,Esri VHR: continuous irregular forest canopy at point.,,,,,,forest,True,AGREED_ORIGINAL_AND_SECOND_READER,contact_22.png,6,contact_sheets_z18/contact_22.png,"https://www.google.com/maps/search/?api=1&query=6.2052492,100.8651429"
BCF_028,100.9481655,6.1634304,5,forest,True,User confirmed agreement with the author-confirmed comparison review in the author review record on 2026-06-02,Accepted into locked verified set after user agreement with author-confirmed comparison review.,forest,high,WD,"Esri World Imagery (ArcGIS REST, z18 contact-sheet VHR review)",unknown,2026-06-16T07:56:36Z,Esri VHR: continuous irregular forest canopy at point.,,,,,,forest,True,AGREED_ORIGINAL_AND_SECOND_READER,contact_22.png,7,contact_sheets_z18/contact_22.png,"https://www.google.com/maps/search/?api=1&query=6.1634304,100.9481655"
BCF_029,100.5926536,6.462707,5,forest,True,User confirmed agreement with the author-confirmed comparison review in the author review record on 2026-06-02,Accepted into locked verified set after user agreement with author-confirmed comparison review.,forest,high,WD,"Esri World Imagery (ArcGIS REST, z18 contact-sheet VHR review)",unknown,2026-06-16T07:56:36Z,Esri VHR: continuous irregular forest canopy at point.,,,,,,forest,True,AGREED_ORIGINAL_AND_SECOND_READER,contact_22.png,8,contact_sheets_z18/contact_22.png,"https://www.google.com/maps/search/?api=1&query=6.462707,100.5926536"
BCF_030,100.8858213,5.4244259,5,forest,True,User confirmed agreement with the author-confirmed comparison review in the author review record on 2026-06-02,Accepted into locked verified set after user agreement with author-confirmed comparison review.,forest,high,WD,"Esri World Imagery (ArcGIS REST, z18 contact-sheet VHR review)",unknown,2026-06-16T07:56:36Z,Esri VHR: continuous irregular forest canopy at point.,,,,,,forest,True,AGREED_ORIGINAL_AND_SECOND_READER,contact_22.png,9,contact_sheets_z18/contact_22.png,"https://www.google.com/maps/search/?api=1&query=5.4244259,100.8858213"
BCF_031,100.7648891,6.2350038,5,forest,True,User confirmed agreement with the author-confirmed comparison review in the author review record on 2026-06-02,Accepted into locked verified set after user agreement with author-confirmed comparison review.,forest,high,WD,"Esri World Imagery (ArcGIS REST, z18 contact-sheet VHR review)",unknown,2026-06-16T07:56:36Z,Esri VHR: continuous irregular forest canopy at point.,,,,,,forest,True,AGREED_ORIGINAL_AND_SECOND_READER,contact_22.png,10,contact_sheets_z18/contact_22.png,"https://www.google.com/maps/search/?api=1&query=6.2350038,100.7648891"
BCF_032,100.930129,5.3973643,5,forest,True,User confirmed agreement with the author-confirmed comparison review in the author review record on 2026-06-02,Accepted into locked verified set after user agreement with author-confirmed comparison review.,forest,high,WD,"Esri World Imagery (ArcGIS REST, z18 contact-sheet VHR review)",unknown,2026-06-16T07:56:36Z,Esri VHR: continuous irregular forest canopy at point.,,,,,,forest,True,AGREED_ORIGINAL_AND_SECOND_READER,contact_22.png,11,contact_sheets_z18/contact_22.png,"https://www.google.com/maps/search/?api=1&query=5.3973643,100.930129"
BCF_033,100.9275238,5.7435765,5,forest,True,User confirmed agreement with the author-confirmed comparison review in the author review record on 2026-06-02,Accepted into locked verified set after user agreement with author-confirmed comparison review.,forest,high,WD,"Esri World Imagery (ArcGIS REST, z18 contact-sheet VHR review)",unknown,2026-06-16T07:56:36Z,Esri VHR: continuous irregular forest canopy at point.,,,,,,forest,True,AGREED_ORIGINAL_AND_SECOND_READER,contact_22.png,12,contact_sheets_z18/contact_22.png,"https://www.google.com/maps/search/?api=1&query=5.7435765,100.9275238"
BCF_034,100.8442099,6.1711331,5,forest,True,User confirmed agreement with the author-confirmed comparison review in the author review record on 2026-06-02,Accepted into locked verified set after user agreement with author-confirmed comparison review.,forest,high,WD,"Esri World Imagery (ArcGIS REST, z18 contact-sheet VHR review)",unknown,2026-06-16T07:56:36Z,Esri VHR: continuous irregular forest canopy at point.,,,,,,forest,True,AGREED_ORIGINAL_AND_SECOND_READER,contact_22.png,13,contact_sheets_z18/contact_22.png,"https://www.google.com/maps/search/?api=1&query=6.1711331,100.8442099"
BCF_035,100.8329115,5.9058333,5,forest,True,User confirmed agreement with the author-confirmed comparison review in the author review record on 2026-06-02,Accepted into locked verified set after user agreement with author-confirmed comparison review.,forest,high,WD,"Esri World Imagery (ArcGIS REST, z18 contact-sheet VHR review)",unknown,2026-06-16T07:56:36Z,Esri VHR: continuous irregular forest canopy at point.,,,,,,forest,True,AGREED_ORIGINAL_AND_SECOND_READER,contact_22.png,14,contact_sheets_z18/contact_22.png,"https://www.google.com/maps/search/?api=1&query=5.9058333,100.8329115"
BCF_036,100.5129145,6.452696,5,forest,True,User confirmed agreement with the author-confirmed comparison review in the author review record on 2026-06-02,Accepted into locked verified set after user agreement with author-confirmed comparison review.,forest,high,WD,"Esri World Imagery (ArcGIS REST, z18 contact-sheet VHR review)",unknown,2026-06-16T07:56:36Z,Esri VHR: continuous irregular forest canopy at point.,,,,,,forest,True,AGREED_ORIGINAL_AND_SECOND_READER,contact_22.png,15,contact_sheets_z18/contact_22.png,"https://www.google.com/maps/search/?api=1&query=6.452696,100.5129145"
BCF_037,100.9696048,5.4717176,5,forest,True,User confirmed agreement with the author-confirmed comparison review in the author review record on 2026-06-02,Accepted into locked verified set after user agreement with author-confirmed comparison review.,forest,high,WD,"Esri World Imagery (ArcGIS REST, z18 contact-sheet VHR review)",unknown,2026-06-16T07:56:36Z,Esri VHR: continuous irregular forest canopy at point.,,,,,,forest,True,AGREED_ORIGINAL_AND_SECOND_READER,contact_22.png,16,contact_sheets_z18/contact_22.png,"https://www.google.com/maps/search/?api=1&query=5.4717176,100.9696048"
BCF_038,100.5810311,5.7474058,5,forest,True,User confirmed agreement with the author-confirmed comparison review in the author review record on 2026-06-02,Accepted into locked verified set after user agreement with author-confirmed comparison review.,forest,high,WD,"Esri World Imagery (ArcGIS REST, z18 contact-sheet VHR review)",unknown,2026-06-16T07:56:36Z,Esri VHR: continuous irregular forest canopy at point.,,,,,,forest,True,AGREED_ORIGINAL_AND_SECOND_READER,contact_23.png,1,contact_sheets_z18/contact_23.png,"https://www.google.com/maps/search/?api=1&query=5.7474058,100.5810311"
BCF_039,100.6192589,5.380256,5,forest,True,User confirmed agreement with the author-confirmed comparison review in the author review record on 2026-06-02,Accepted into locked verified set after user agreement with author-confirmed comparison review.,forest,high,WD,"Esri World Imagery (ArcGIS REST, z18 contact-sheet VHR review)",unknown,2026-06-16T07:56:36Z,Esri VHR: continuous irregular forest canopy at point.,,,,,,forest,True,AGREED_ORIGINAL_AND_SECOND_READER,contact_23.png,2,contact_sheets_z18/contact_23.png,"https://www.google.com/maps/search/?api=1&query=5.380256,100.6192589"
BCF_040,100.6592927,5.9932707,5,forest,True,User confirmed agreement with the author-confirmed comparison review in the author review record on 2026-06-02,Accepted into locked verified set after user agreement with author-confirmed comparison review.,forest,high,WD,"Esri World Imagery (ArcGIS REST, z18 contact-sheet VHR review)",unknown,2026-06-16T07:56:36Z,Esri VHR: continuous irregular forest canopy at point.,,,,,,forest,True,AGREED_ORIGINAL_AND_SECOND_READER,contact_23.png,3,contact_sheets_z18/contact_23.png,"https://www.google.com/maps/search/?api=1&query=5.9932707,100.6592927"
RS05_001,102.5916279,2.4703317,5,forest,True,Previously user-confirmed verified reference sample,Existing verified row carried into locked final reference set.,forest,high,WD,"Esri World Imagery (ArcGIS REST, z18 contact-sheet VHR review)",unknown,2026-06-16T07:56:36Z,Esri VHR: continuous irregular forest canopy at point.,,,,,,forest,True,AGREED_ORIGINAL_AND_SECOND_READER,contact_23.png,4,contact_sheets_z18/contact_23.png,"https://www.google.com/maps/search/?api=1&query=2.4703317,102.5916279"
RS05_002,103.8228213,2.3613137,5,forest,True,Previously user-confirmed verified reference sample,Existing verified row carried into locked final reference set.,forest,medium,WD,"Esri World Imagery (ArcGIS REST, z18 contact-sheet VHR review)",unknown,2026-06-16T07:56:36Z,Esri VHR: continuous irregular forest canopy at point.,,,,,,forest,True,AGREED_ORIGINAL_AND_SECOND_READER,contact_23.png,5,contact_sheets_z18/contact_23.png,"https://www.google.com/maps/search/?api=1&query=2.3613137,103.8228213"
RS05_003,103.306225,2.1647112,5,forest,True,Previously user-confirmed verified reference sample,Existing verified row carried into locked final reference set.,forest,medium,WD,"Esri World Imagery (ArcGIS REST, z18 contact-sheet VHR review)",unknown,2026-06-16T07:56:36Z,Esri VHR: continuous irregular forest canopy at point.,,,,,,forest,True,AGREED_ORIGINAL_AND_SECOND_READER,contact_23.png,6,contact_sheets_z18/contact_23.png,"https://www.google.com/maps/search/?api=1&query=2.1647112,103.306225"
RS05_004,103.4680837,2.0437268,5,forest,True,Previously user-confirmed verified reference sample,Existing verified row carried into locked final reference set.,forest,high,WD,"Esri World Imagery (ArcGIS REST, z18 contact-sheet VHR review)",unknown,2026-06-16T07:56:36Z,Esri VHR: continuous irregular forest canopy at point.,,,,,,forest,True,AGREED_ORIGINAL_AND_SECOND_READER,contact_23.png,7,contact_sheets_z18/contact_23.png,"https://www.google.com/maps/search/?api=1&query=2.0437268,103.4680837"
RS05_005,103.3092102,2.3354507,5,forest,True,Previously user-confirmed verified reference sample,Existing verified row carried into locked final reference set.,forest,high,WD,"Esri World Imagery (ArcGIS REST, z18 contact-sheet VHR review)",unknown,2026-06-16T07:56:36Z,Esri VHR: continuous irregular forest canopy at point.,,,,,,forest,True,AGREED_ORIGINAL_AND_SECOND_READER,contact_23.png,8,contact_sheets_z18/contact_23.png,"https://www.google.com/maps/search/?api=1&query=2.3354507,103.3092102"
RS05_006,103.2638128,2.4772032,5,forest,True,Previously user-confirmed verified reference sample,Existing verified row carried into locked final reference set.,forest,high,WD,"Esri World Imagery (ArcGIS REST, z18 contact-sheet VHR review)",unknown,2026-06-16T07:56:36Z,Esri VHR: continuous irregular forest canopy at point.,,,,,,forest,True,AGREED_ORIGINAL_AND_SECOND_READER,contact_23.png,9,contact_sheets_z18/contact_23.png,"https://www.google.com/maps/search/?api=1&query=2.4772032,103.2638128"
RS05_007,103.1070379,2.4665972,5,forest,True,Previously user-confirmed verified reference sample,Existing verified row carried into locked final reference set.,uninterpretable,low,WD,"Esri World Imagery (ArcGIS REST, z18 contact-sheet VHR review)",unknown,2026-06-16T07:56:36Z,"VHR image at point is cloud-obscured, shadowed, or otherwise not interpretable.",,,,,,forest,False,NOT_SCORABLE_SECOND_READER_UNINTERPRETABLE,contact_23.png,10,contact_sheets_z18/contact_23.png,"https://www.google.com/maps/search/?api=1&query=2.4665972,103.1070379"
RS05_008,103.6032931,2.4445687,5,forest,True,Previously user-confirmed verified reference sample,Existing verified row carried into locked final reference set.,uncertain,low,WD,"Esri World Imagery (ArcGIS REST, z18 contact-sheet VHR review)",unknown,2026-06-16T07:56:36Z,"Esri VHR visible, but land-cover class is not confidently separable at the point; no guess made.",,,,,,forest,False,NOT_SCORABLE_SECOND_READER_UNCERTAIN,contact_23.png,11,contact_sheets_z18/contact_23.png,"https://www.google.com/maps/search/?api=1&query=2.4445687,103.6032931"
RS05_009,103.2546222,2.6460037,5,forest,True,Previously user-confirmed verified reference sample,Existing verified row carried into locked final reference set.,forest,high,WD,"Esri World Imagery (ArcGIS REST, z18 contact-sheet VHR review)",unknown,2026-06-16T07:56:36Z,Esri VHR: continuous irregular forest canopy at point.,,,,,,forest,True,AGREED_ORIGINAL_AND_SECOND_READER,contact_23.png,12,contact_sheets_z18/contact_23.png,"https://www.google.com/maps/search/?api=1&query=2.6460037,103.2546222"
RS05_010,103.7316453,2.2697111,5,forest,True,Previously user-confirmed verified reference sample,Existing verified row carried into locked final reference set.,forest,high,WD,"Esri World Imagery (ArcGIS REST, z18 contact-sheet VHR review)",unknown,2026-06-16T07:56:36Z,Esri VHR: continuous irregular forest canopy at point.,,,,,,forest,True,AGREED_ORIGINAL_AND_SECOND_READER,contact_23.png,13,contact_sheets_z18/contact_23.png,"https://www.google.com/maps/search/?api=1&query=2.2697111,103.7316453"
RS05_011,103.1344823,2.3784016,5,forest,True,Previously user-confirmed verified reference sample,Existing verified row carried into locked final reference set.,forest,medium,WD,"Esri World Imagery (ArcGIS REST, z18 contact-sheet VHR review)",unknown,2026-06-16T07:56:36Z,Esri VHR: continuous irregular forest canopy at point.,,,,,,forest,True,AGREED_ORIGINAL_AND_SECOND_READER,contact_23.png,14,contact_sheets_z18/contact_23.png,"https://www.google.com/maps/search/?api=1&query=2.3784016,103.1344823"
RS05_012,103.6182263,2.2168351,5,forest,True,Previously user-confirmed verified reference sample,Existing verified row carried into locked final reference set.,forest,medium,WD,"Esri World Imagery (ArcGIS REST, z18 contact-sheet VHR review)",unknown,2026-06-16T07:56:36Z,Esri VHR: continuous irregular forest canopy at point.,,,,,,forest,True,AGREED_ORIGINAL_AND_SECOND_READER,contact_23.png,15,contact_sheets_z18/contact_23.png,"https://www.google.com/maps/search/?api=1&query=2.2168351,103.6182263"
RS05_013,103.7326883,2.1416605,5,forest,True,Previously user-confirmed verified reference sample,Existing verified row carried into locked final reference set.,forest,high,WD,"Esri World Imagery (ArcGIS REST, z18 contact-sheet VHR review)",unknown,2026-06-16T07:56:36Z,Esri VHR: continuous irregular forest canopy at point.,,,,,,forest,True,AGREED_ORIGINAL_AND_SECOND_READER,contact_23.png,16,contact_sheets_z18/contact_23.png,"https://www.google.com/maps/search/?api=1&query=2.1416605,103.7326883"
RS05_014,103.2045967,2.4515354,5,forest,True,Previously user-confirmed verified reference sample,Existing verified row carried into locked final reference set.,forest,medium,WD,"Esri World Imagery (ArcGIS REST, z18 contact-sheet VHR review)",unknown,2026-06-16T07:56:36Z,Esri VHR: continuous irregular forest canopy at point.,,,,,,forest,True,AGREED_ORIGINAL_AND_SECOND_READER,contact_24.png,1,contact_sheets_z18/contact_24.png,"https://www.google.com/maps/search/?api=1&query=2.4515354,103.2045967"
